OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2921484k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35785K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdf2568,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7648K, capacity 8005K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
916: [GC (Allocation Failure) [PSYoungGen: 132784K->1664K(141824K)] 132816K->1704K(316928K), 0.0017793 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.026: [GC (Allocation Failure) [PSYoungGen: 138848K->96K(134656K)] 140672K->1920K(309760K), 0.0005219 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.088: [GC (Allocation Failure) [PSYoungGen: 134240K->96K(130560K)] 136064K->1920K(305664K), 0.0005190 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
23.149: [GC (Allocation Failure) [PSYoungGen: 130144K->96K(126464K)] 131968K->1920K(301568K), 0.0005299 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
23.207: [GC (Allocation Failure) [PSYoungGen: 126048K->96K(122368K)] 127872K->1920K(297472K), 0.0005165 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.264: [GC (Allocation Failure) [PSYoungGen: 121952K->64K(118784K)] 123776K->1888K(293888K), 0.0004897 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.324: [GC (Allocation Failure) [PSYoungGen: 118336K->96K(115200K)] 120160K->1920K(290304K), 0.0005198 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.379: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116608K->1920K(286720K), 0.0005164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.430: [GC (Allocation Failure) [PSYoungGen: 111200K->96K(108544K)] 113024K->1920K(283648K), 0.0005621 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.481: [GC (Allocation Failure) [PSYoungGen: 108128K->96K(105472K)] 109952K->1920K(280576K), 0.0005037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.530: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 106880K->1920K(277504K), 0.0005183 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.577: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 103808K->1920K(274432K), 0.0005391 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.623: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 100736K->1920K(271872K), 0.0004932 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.667: [GC (Allocation Failure) [PSYoungGen: 96352K->96K(94208K)] 98176K->1920K(269312K), 0.0004710 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.711: [GC (Allocation Failure) [PSYoungGen: 93792K->96K(91648K)] 95616K->1920K(266752K), 0.0005042 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.754: [GC (Allocation Failure) [PSYoungGen: 91232K->96K(89088K)] 93056K->1920K(264192K), 0.0005123 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.796: [GC (Allocation Failure) [PSYoungGen: 88672K->96K(107008K)] 90496K->1920K(282112K), 0.0005101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.845: [GC (Allocation Failure) [PSYoungGen: 106592K->64K(128512K)] 108416K->1888K(303616K), 0.0005287 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.905: [GC (Allocation Failure) [PSYoungGen: 128064K->96K(124416K)] 129888K->1920K(299520K), 0.0004922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.963: [GC (Allocation Failure) [PSYoungGen: 124000K->96K(120832K)] 125824K->1920K(295936K), 0.0005181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.020: [GC (Allocation Failure) [PSYoungGen: 120416K->64K(117248K)] 122240K->1888K(292352K), 0.0005414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.074: [GC (Allocation Failure) [PSYoungGen: 116800K->96K(113664K)] 118624K->1920K(288768K), 0.0005048 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.127: [GC (Allocation Failure) [PSYoungGen: 113248K->96K(110592K)] 115072K->1920K(285696K), 0.0005097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.178: [GC (Allocation Failure) [PSYoungGen: 110176K->64K(132608K)] 112000K->1888K(307712K), 0.0010509 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
24.241: [GC (Allocation Failure) [PSYoungGen: 132160K->96K(159232K)] 133984K->1920K(334336K), 0.0005112 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.314: [GC (Allocation Failure) [PSYoungGen: 158816K->96K(154112K)] 160640K->1920K(329216K), 0.0005189 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.385: [GC (Allocation Failure) [PSYoungGen: 153696K->96K(148992K)] 155520K->1920K(324096K), 0.0005120 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.454: [GC (Allocation Failure) [PSYoungGen: 148576K->96K(143872K)] 150400K->1920K(318976K), 0.0004983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.520: [GC (Allocation Failure) [PSYoungGen: 143456K->64K(139264K)] 145280K->1888K(314368K), 0.0005027 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.585: [GC (Allocation Failure) [PSYoungGen: 138816K->96K(134656K)] 140640K->1920K(309760K), 0.0005171 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
24.647: [GC (Allocation Failure) [PSYoungGen: 134240K->64K(130560K)] 136064K->1888K(305664K), 0.0005334 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.707: [GC (Allocation Failure) [PSYoungGen: 130112K->64K(126464K)] 131936K->1888K(301568K), 0.0004923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.766: [GC (Allocation Failure) [PSYoungGen: 126016K->96K(122368K)] 127840K->1920K(297472K), 0.0005108 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.823: [GC (Allocation Failure) [PSYoungGen: 121952K->96K(118784K)] 123776K->1920K(293888K), 0.0005049 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
24.878: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120192K->1920K(290304K), 0.0005207 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.931: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116608K->1920K(286720K), 0.0005107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.983: [GC (Allocation Failure) [PSYoungGen: 111200K->64K(108544K)] 113024K->1888K(283648K), 0.0005164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.034: [GC (Allocation Failure) [PSYoungGen: 108096K->96K(105472K)] 109920K->1920K(280576K), 0.0005210 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.083: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 106880K->1920K(277504K), 0.0004966 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.130: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 103808K->1920K(274432K), 0.0004790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.177: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 100736K->1920K(271872K), 0.0005118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.222: [GC (Allocation Failure) [PSYoungGen: 96352K->96K(94208K)] 98176K->1920K(269312K), 0.0005161 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.265: [GC (Allocation Failure) [PSYoungGen: 93792K->96K(91648K)] 95616K->1920K(266752K), 0.0005075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.308: [GC (Allocation Failure) [PSYoungGen: 91232K->96K(89088K)] 93056K->1920K(264192K), 0.0004982 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.351: [GC (Allocation Failure) [PSYoungGen: 88672K->64K(107008K)] 90496K->1888K(282112K), 0.0011464 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.402: [GC (Allocation Failure) [PSYoungGen: 106560K->96K(128512K)] 108384K->1920K(303616K), 0.0013385 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.462: [GC (Allocation Failure) [PSYoungGen: 128096K->96K(154112K)] 129920K->1920K(329216K), 0.0005065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.533: [GC (Allocation Failure) [PSYoungGen: 153696K->96K(184832K)] 155520K->1920K(359936K), 0.0005008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.619: [GC (Allocation Failure) [PSYoungGen: 184416K->96K(178176K)] 186240K->1920K(353280K), 0.0005100 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
25.701: [GC (Allocation Failure) [PSYoungGen: 177760K->96K(172032K)] 179584K->1920K(347136K), 0.0005114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.781: [GC (Allocation Failure) [PSYoungGen: 171616K->64K(165888K)] 173440K->1888K(340992K), 0.0005184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.857: [GC (Allocation Failure) [PSYoungGen: 165440K->96K(160256K)] 167264K->1920K(335360K), 0.0005140 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
25.931: [GC (Allocation Failure) [PSYoungGen: 159840K->96K(154624K)] 161664K->1920K(329728K), 0.0005321 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.003: [GC (Allocation Failure) [PSYoungGen: 154208K->96K(149504K)] 156032K->1920K(324608K), 0.0005142 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.074: [GC (Allocation Failure) [PSYoungGen: 149088K->96K(144384K)] 150912K->1920K(319488K), 0.0005058 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.140: [GC (Allocation Failure) [PSYoungGen: 143968K->96K(139776K)] 145792K->1920K(314880K), 0.0005227 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.205: [GC (Allocation Failure) [PSYoungGen: 139360K->96K(135168K)] 141184K->1920K(310272K), 0.0005141 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.268: [GC (Allocation Failure) [PSYoungGen: 134752K->96K(131072K)] 136576K->1920K(306176K), 0.0005093 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.329: [GC (Allocation Failure) [PSYoungGen: 130656K->96K(126976K)] 132480K->1920K(302080K), 0.0005137 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
26.389: [GC (Allocation Failure) [PSYoungGen: 126560K->96K(122880K)] 128384K->1920K(297984K), 0.0005113 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.446: [GC (Allocation Failure) [PSYoungGen: 122464K->96K(119296K)] 124288K->1920K(294400K), 0.0005119 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.501: [GC (Allocation Failure) [PSYoungGen: 118880K->64K(115712K)] 120704K->1888K(290816K), 0.0005168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.554: [GC (Allocation Failure) [PSYoungGen: 115264K->64K(112128K)] 117088K->1888K(287232K), 0.0005036 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
26.606: [GC (Allocation Failure) [PSYoungGen: 111680K->96K(109056K)] 113504K->1920K(284160K), 0.0005197 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.657: [GC (Allocation Failure) [PSYoungGen: 108640K->64K(105984K)] 110464K->1888K(281088K), 0.0004951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.705: [GC (Allocation Failure) [PSYoungGen: 105536K->96K(102912K)] 107360K->1920K(278016K), 0.0004849 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.753: [GC (Allocation Failure) [PSYoungGen: 102496K->96K(99840K)] 104320K->1920K(274944K), 0.0005333 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.800: [GC (Allocation Failure) [PSYoungGen: 99424K->96K(97280K)] 101248K->1920K(272384K), 0.0005133 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.845: [GC (Allocation Failure) [PSYoungGen: 96864K->96K(94720K)] 98688K->1920K(269824K), 0.0004920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.888: [GC (Allocation Failure) [PSYoungGen: 94304K->64K(92160K)] 96128K->1888K(267264K), 0.0005019 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
26.932: [GC (Allocation Failure) [PSYoungGen: 91711K->32K(89600K)] 93535K->1856K(264704K), 0.0004952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.973: [GC (Allocation Failure) [PSYoungGen: 89120K->96K(107520K)] 90944K->1920K(282624K), 0.0004901 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.024: [GC (Allocation Failure) [PSYoungGen: 107104K->64K(104448K)] 108928K->1888K(279552K), 0.0005403 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.073: [GC (Allocation Failure) [PSYoungGen: 104000K->96K(101376K)] 105824K->1920K(276480K), 0.0005441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.120: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102784K->1920K(273920K), 0.0005139 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.166: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(118784K)] 100224K->1920K(293888K), 0.0005293 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.220: [GC (Allocation Failure) [PSYoungGen: 118368K->64K(115200K)] 120192K->1888K(290304K), 0.0005271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.274: [GC (Allocation Failure) [PSYoungGen: 114752K->32K(111616K)] 116576K->1856K(286720K), 0.0005007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.326: [GC (Allocation Failure) [PSYoungGen: 111136K->96K(108544K)] 112960K->1920K(283648K), 0.0005064 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.376: [GC (Allocation Failure) [PSYoungGen: 108128K->96K(105472K)] 109952K->1920K(280576K), 0.0005133 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.425: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 106880K->1920K(277504K), 0.0005015 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.472: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 103808K->1920K(274432K), 0.0004990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.519: [GC (Allocation Failure) [PSYoungGen: 98912K->32K(96768K)] 100736K->1856K(271872K), 0.0004908 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.563: [GC (Allocation Failure) [PSYoungGen: 96288K->96K(94208K)] 98112K->1920K(269312K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.607: [GC (Allocation Failure) [PSYoungGen: 93792K->96K(91648K)] 95616K->1920K(266752K), 0.0004934 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
27.649: [GC (Allocation Failure) [PSYoungGen: 91232K->96K(110080K)] 93056K->1920K(285184K), 0.0004931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.701: [GC (Allocation Failure) [PSYoungGen: 109664K->96K(107008K)] 111488K->1920K(282112K), 0.0005125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.750: [GC (Allocation Failure) [PSYoungGen: 106592K->64K(103936K)] 108416K->1888K(279040K), 0.0005006 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.798: [GC (Allocation Failure) [PSYoungGen: 103488K->96K(100864K)] 105312K->1920K(275968K), 0.0005147 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.845: [GC (Allocation Failure) [PSYoungGen: 100448K->96K(98304K)] 102272K->1920K(273408K), 0.0004994 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.890: [GC (Allocation Failure) [PSYoungGen: 97888K->96K(95744K)] 99712K->1920K(270848K), 0.0005020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.935: [GC (Allocation Failure) [PSYoungGen: 95328K->96K(93184K)] 97152K->1920K(268288K), 0.0004936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.978: [GC (Allocation Failure) [PSYoungGen: 92768K->64K(90624K)] 94592K->1888K(265728K), 0.0004821 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.021: [GC (Allocation Failure) [PSYoungGen: 90176K->96K(109056K)] 92000K->1920K(284160K), 0.0005275 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.071: [GC (Allocation Failure) [PSYoungGen: 108640K->96K(105984K)] 110464K->1920K(281088K), 0.0005125 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
28.121: [GC (Allocation Failure) [PSYoungGen: 105568K->96K(102912K)] 107392K->1920K(278016K), 0.0005175 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.168: [GC (Allocation Failure) [PSYoungGen: 102496K->96K(99840K)] 104320K->1920K(274944K), 0.0004791 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.214: [GC (Allocation Failure) [PSYoungGen: 99424K->96K(97280K)] 101248K->1920K(272384K), 0.0005196 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.259: [GC (Allocation Failure) [PSYoungGen: 96864K->96K(94720K)] 98688K->1920K(269824K), 0.0005146 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.303: [GC (Allocation Failure) [PSYoungGen: 94304K->64K(113664K)] 96128K->1888K(288768K), 0.0005040 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.358: [GC (Allocation Failure) [PSYoungGen: 113216K->96K(110592K)] 115040K->1920K(285696K), 0.0005164 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
28.410: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112000K->1920K(282624K), 0.0005147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.460: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 108928K->1920K(279552K), 0.0005118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.509: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105856K->1920K(276480K), 0.0005328 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
28.556: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102784K->1920K(273920K), 0.0005042 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.602: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100224K->1920K(271360K), 0.0004984 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.646: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 97664K->1920K(268800K), 0.0004927 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.690: [GC (Allocation Failure) [PSYoungGen: 93280K->64K(112640K)] 95104K->1888K(287744K), 0.0005217 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.742: [GC (Allocation Failure) [PSYoungGen: 112192K->32K(135168K)] 114016K->1856K(310272K), 0.0010253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.804: [GC (Allocation Failure) [PSYoungGen: 134688K->96K(162304K)] 136512K->1920K(337408K), 0.0005126 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.879: [GC (Allocation Failure) [PSYoungGen: 161888K->64K(156672K)] 163712K->1888K(331776K), 0.0005048 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.952: [GC (Allocation Failure) [PSYoungGen: 156224K->32K(187904K)] 158048K->1856K(363008K), 0.0010063 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.043: [GC (Allocation Failure) [PSYoungGen: 187424K->64K(181248K)] 189248K->1888K(356352K), 0.0005371 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.127: [GC (Allocation Failure) [PSYoungGen: 180800K->96K(175104K)] 182624K->1920K(350208K), 0.0005094 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.208: [GC (Allocation Failure) [PSYoungGen: 174688K->96K(168960K)] 176512K->1920K(344064K), 0.0005145 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.286: [GC (Allocation Failure) [PSYoungGen: 168544K->96K(163328K)] 170368K->1920K(338432K), 0.0005147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.361: [GC (Allocation Failure) [PSYoungGen: 162912K->96K(157696K)] 164736K->1920K(332800K), 0.0005043 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.434: [GC (Allocation Failure) [PSYoungGen: 157280K->96K(152576K)] 159104K->1920K(327680K), 0.0005356 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
29.505: [GC (Allocation Failure) [PSYoungGen: 152160K->96K(147456K)] 153984K->1920K(322560K), 0.0005145 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.573: [GC (Allocation Failure) [PSYoungGen: 147040K->96K(142848K)] 148864K->1920K(317952K), 0.0005006 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
29.639: [GC (Allocation Failure) [PSYoungGen: 142432K->96K(138240K)] 144256K->1920K(313344K), 0.0005032 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
29.702: [GC (Allocation Failure) [PSYoungGen: 137824K->96K(133632K)] 139648K->1920K(308736K), 0.0004953 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
29.764: [GC (Allocation Failure) [PSYoungGen: 133216K->96K(129536K)] 135040K->1920K(304640K), 0.0005304 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.824: [GC (Allocation Failure) [PSYoungGen: 129120K->96K(125440K)] 130944K->1920K(300544K), 0.0004996 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.883: [GC (Allocation Failure) [PSYoungGen: 125024K->96K(121344K)] 126848K->1920K(296448K), 0.0005148 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.939: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122752K->1920K(292864K), 0.0005001 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.993: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119168K->1920K(289280K), 0.0005014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.048: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115584K->1920K(285696K), 0.0005159 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.099: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112000K->1920K(282624K), 0.0005405 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
30.149: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 108928K->1920K(279552K), 0.0005189 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
30.197: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105856K->1920K(276480K), 0.0004798 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.244: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102784K->1920K(273920K), 0.0005153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.293: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(118784K)] 100224K->1920K(293888K), 0.0007068 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.349: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120192K->1944K(290304K), 0.0005368 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
30.402: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116632K->1944K(286720K), 0.0005026 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.454: [GC (Allocation Failure) [PSYoungGen: 111200K->96K(108544K)] 113048K->1944K(283648K), 0.0005092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.504: [GC (Allocation Failure) [PSYoungGen: 108128K->96K(105472K)] 109976K->1944K(280576K), 0.0004945 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.553: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 106904K->1944K(277504K), 0.0004973 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.600: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 103832K->1944K(274432K), 0.0004994 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.646: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 100760K->1944K(271872K), 0.0004944 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.691: [GC (Allocation Failure) [PSYoungGen: 96352K->64K(94208K)] 98200K->1912K(269312K), 0.0005177 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.735: [GC (Allocation Failure) [PSYoungGen: 93760K->32K(91648K)] 95608K->1880K(266752K), 0.0004854 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
30.777: [GC (Allocation Failure) [PSYoungGen: 91168K->64K(89088K)] 93016K->1912K(264192K), 0.0004800 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.819: [GC (Allocation Failure) [PSYoungGen: 88640K->96K(107008K)] 90488K->1944K(282112K), 0.0004816 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
30.868: [GC (Allocation Failure) [PSYoungGen: 106592K->64K(103936K)] 108440K->1912K(279040K), 0.0005090 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.916: [GC (Allocation Failure) [PSYoungGen: 103488K->96K(100864K)] 105336K->1944K(275968K), 0.0005024 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.963: [GC (Allocation Failure) [PSYoungGen: 100448K->96K(98304K)] 102296K->1944K(273408K), 0.0005074 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.009: [GC (Allocation Failure) [PSYoungGen: 97888K->96K(95744K)] 99736K->1944K(270848K), 0.0005115 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.054: [GC (Allocation Failure) [PSYoungGen: 95328K->96K(93184K)] 97176K->1944K(268288K), 0.0005110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.098: [GC (Allocation Failure) [PSYoungGen: 92768K->96K(112128K)] 94616K->1944K(287232K), 0.0005186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
