OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(741696k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35677K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd7660,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7659K, capacity 8005K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
942: [GC (Allocation Failure) [PSYoungGen: 132704K->1664K(141824K)] 132728K->1696K(316928K), 0.0017004 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
14.319: [GC (Allocation Failure) [PSYoungGen: 62528K->32K(61952K)] 64275K->1779K(237056K), 0.0004987 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.362: [GC (Allocation Failure) [PSYoungGen: 61472K->128K(60928K)] 63219K->1875K(236032K), 0.0004834 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.405: [GC (Allocation Failure) [PSYoungGen: 60543K->96K(59904K)] 62291K->1843K(235008K), 0.0004808 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.448: [GC (Allocation Failure) [PSYoungGen: 59488K->96K(72192K)] 61235K->1843K(247296K), 0.0004946 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.499: [GC (Allocation Failure) [PSYoungGen: 71776K->64K(70656K)] 73523K->1811K(245760K), 0.0004967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.548: [GC (Allocation Failure) [PSYoungGen: 70208K->64K(69120K)] 71955K->1811K(244224K), 0.0004896 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.599: [GC (Allocation Failure) [PSYoungGen: 68672K->96K(67584K)] 70419K->1843K(242688K), 0.0004990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.646: [GC (Allocation Failure) [PSYoungGen: 67168K->96K(66048K)] 68915K->1843K(241152K), 0.0004878 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.693: [GC (Allocation Failure) [PSYoungGen: 65632K->64K(64512K)] 67379K->1811K(239616K), 0.0004818 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.738: [GC (Allocation Failure) [PSYoungGen: 64064K->64K(62976K)] 65811K->1811K(238080K), 0.0004781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.783: [GC (Allocation Failure) [PSYoungGen: 62528K->96K(61952K)] 64275K->1843K(237056K), 0.0004920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.827: [GC (Allocation Failure) [PSYoungGen: 61536K->64K(60928K)] 63283K->1811K(236032K), 0.0004848 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.870: [GC (Allocation Failure) [PSYoungGen: 60480K->96K(59904K)] 62227K->1843K(235008K), 0.0004758 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
14.912: [GC (Allocation Failure) [PSYoungGen: 59488K->64K(58880K)] 61235K->1819K(233984K), 0.0004967 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.953: [GC (Allocation Failure) [PSYoungGen: 58432K->32K(70656K)] 60187K->1787K(245760K), 0.0004733 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.003: [GC (Allocation Failure) [PSYoungGen: 70176K->32K(69120K)] 71931K->1787K(244224K), 0.0004659 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.051: [GC (Allocation Failure) [PSYoungGen: 68640K->64K(67584K)] 70395K->1819K(242688K), 0.0004767 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.100: [GC (Allocation Failure) [PSYoungGen: 67136K->96K(66048K)] 68891K->1851K(241152K), 0.0004964 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.146: [GC (Allocation Failure) [PSYoungGen: 65632K->64K(64512K)] 67387K->1819K(239616K), 0.0004850 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.191: [GC (Allocation Failure) [PSYoungGen: 64064K->96K(62976K)] 65819K->1851K(238080K), 0.0004929 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
15.235: [GC (Allocation Failure) [PSYoungGen: 62560K->64K(61952K)] 64315K->1819K(237056K), 0.0004806 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.279: [GC (Allocation Failure) [PSYoungGen: 61504K->96K(60928K)] 63259K->1851K(236032K), 0.0004658 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.323: [GC (Allocation Failure) [PSYoungGen: 60512K->32K(59904K)] 62267K->1787K(235008K), 0.0004908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.366: [GC (Allocation Failure) [PSYoungGen: 59424K->32K(58880K)] 61179K->1787K(233984K), 0.0005031 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
15.409: [GC (Allocation Failure) [PSYoungGen: 58400K->32K(70656K)] 60155K->1787K(245760K), 0.0005128 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.458: [GC (Allocation Failure) [PSYoungGen: 70176K->96K(69120K)] 71931K->1851K(244224K), 0.0004688 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.506: [GC (Allocation Failure) [PSYoungGen: 68704K->96K(67584K)] 70459K->1851K(242688K), 0.0004757 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.553: [GC (Allocation Failure) [PSYoungGen: 67168K->64K(66048K)] 68923K->1819K(241152K), 0.0004894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.602: [GC (Allocation Failure) [PSYoungGen: 65600K->64K(64512K)] 67355K->1819K(239616K), 0.0005036 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
15.647: [GC (Allocation Failure) [PSYoungGen: 64064K->64K(62976K)] 65819K->1819K(238080K), 0.0005055 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.691: [GC (Allocation Failure) [PSYoungGen: 62528K->64K(61952K)] 64283K->1819K(237056K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
15.735: [GC (Allocation Failure) [PSYoungGen: 61504K->96K(60928K)] 63259K->1851K(236032K), 0.0004681 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.779: [GC (Allocation Failure) [PSYoungGen: 60512K->96K(59904K)] 62267K->1851K(235008K), 0.0004918 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.821: [GC (Allocation Failure) [PSYoungGen: 59488K->96K(58880K)] 61243K->1851K(233984K), 0.0004839 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.862: [GC (Allocation Failure) [PSYoungGen: 58464K->32K(70656K)] 60219K->1787K(245760K), 0.0004813 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
15.912: [GC (Allocation Failure) [PSYoungGen: 70176K->128K(69120K)] 71931K->1883K(244224K), 0.0004749 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
15.960: [GC (Allocation Failure) [PSYoungGen: 68736K->64K(67584K)] 70491K->1819K(242688K), 0.0004610 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.008: [GC (Allocation Failure) [PSYoungGen: 67136K->96K(66048K)] 68891K->1851K(241152K), 0.0004972 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.054: [GC (Allocation Failure) [PSYoungGen: 65632K->32K(64512K)] 67387K->1787K(239616K), 0.0004754 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.100: [GC (Allocation Failure) [PSYoungGen: 64032K->64K(62976K)] 65787K->1819K(238080K), 0.0006244 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
16.145: [GC (Allocation Failure) [PSYoungGen: 62528K->64K(61952K)] 64283K->1819K(237056K), 0.0004804 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.189: [GC (Allocation Failure) [PSYoungGen: 61504K->96K(60928K)] 63259K->1851K(236032K), 0.0004759 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
16.231: [GC (Allocation Failure) [PSYoungGen: 60511K->64K(59904K)] 62267K->1819K(235008K), 0.0004749 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
16.273: [GC (Allocation Failure) [PSYoungGen: 59456K->96K(72192K)] 61211K->1851K(247296K), 0.0004984 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.324: [GC (Allocation Failure) [PSYoungGen: 71776K->96K(70656K)] 73531K->1851K(245760K), 0.0005235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.374: [GC (Allocation Failure) [PSYoungGen: 70240K->64K(69120K)] 71995K->1819K(244224K), 0.0004875 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
16.422: [GC (Allocation Failure) [PSYoungGen: 68672K->64K(67584K)] 70427K->1819K(242688K), 0.0004734 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.469: [GC (Allocation Failure) [PSYoungGen: 67136K->96K(66048K)] 68891K->1851K(241152K), 0.0004558 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.515: [GC (Allocation Failure) [PSYoungGen: 65632K->32K(64512K)] 67387K->1787K(239616K), 0.0004900 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.560: [GC (Allocation Failure) [PSYoungGen: 64032K->64K(62976K)] 65787K->1819K(238080K), 0.0004642 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.606: [GC (Allocation Failure) [PSYoungGen: 62528K->64K(61952K)] 64283K->1819K(237056K), 0.0005041 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
16.649: [GC (Allocation Failure) [PSYoungGen: 61504K->96K(60928K)] 63259K->1851K(236032K), 0.0005034 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.692: [GC (Allocation Failure) [PSYoungGen: 60512K->96K(73216K)] 62267K->1851K(248320K), 0.0005103 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.744: [GC (Allocation Failure) [PSYoungGen: 72800K->64K(71680K)] 74555K->1819K(246784K), 0.0004739 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.795: [GC (Allocation Failure) [PSYoungGen: 71232K->96K(70144K)] 72987K->1851K(245248K), 0.0004980 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.845: [GC (Allocation Failure) [PSYoungGen: 69728K->96K(68608K)] 71483K->1851K(243712K), 0.0004851 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
16.893: [GC (Allocation Failure) [PSYoungGen: 68192K->96K(67072K)] 69947K->1851K(242176K), 0.0004929 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.940: [GC (Allocation Failure) [PSYoungGen: 66656K->32K(65536K)] 68411K->1787K(240640K), 0.0004654 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.986: [GC (Allocation Failure) [PSYoungGen: 65056K->128K(64000K)] 66811K->1883K(239104K), 0.0004788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.031: [GC (Allocation Failure) [PSYoungGen: 63616K->64K(62464K)] 65371K->1819K(237568K), 0.0004683 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.075: [GC (Allocation Failure) [PSYoungGen: 62016K->96K(75264K)] 63771K->1851K(250368K), 0.0009748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.130: [GC (Allocation Failure) [PSYoungGen: 74848K->64K(90624K)] 76603K->1819K(265728K), 0.0005035 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.195: [GC (Allocation Failure) [PSYoungGen: 90176K->96K(88064K)] 91931K->1851K(263168K), 0.0004857 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.256: [GC (Allocation Failure) [PSYoungGen: 87648K->64K(86016K)] 89403K->1819K(261120K), 0.0004822 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.316: [GC (Allocation Failure) [PSYoungGen: 85568K->96K(83968K)] 87323K->1851K(259072K), 0.0004971 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.375: [GC (Allocation Failure) [PSYoungGen: 83552K->32K(81920K)] 85307K->1787K(257024K), 0.0004859 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.434: [GC (Allocation Failure) [PSYoungGen: 81440K->96K(79872K)] 83195K->1851K(254976K), 0.0005160 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.491: [GC (Allocation Failure) [PSYoungGen: 79456K->96K(77824K)] 81211K->1851K(252928K), 0.0005022 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
17.548: [GC (Allocation Failure) [PSYoungGen: 77408K->64K(75776K)] 79163K->1819K(250880K), 0.0004983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.606: [GC (Allocation Failure) [PSYoungGen: 75328K->96K(74240K)] 77083K->1851K(249344K), 0.0009602 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.669: [GC (Allocation Failure) [PSYoungGen: 73824K->64K(72704K)] 75579K->1819K(247808K), 0.0004984 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.721: [GC (Allocation Failure) [PSYoungGen: 72256K->64K(71168K)] 74011K->1819K(246272K), 0.0005094 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
17.777: [GC (Allocation Failure) [PSYoungGen: 70720K->96K(69632K)] 72475K->1851K(244736K), 0.0004958 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.832: [GC (Allocation Failure) [PSYoungGen: 69216K->96K(68096K)] 70971K->1851K(243200K), 0.0004933 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
17.885: [GC (Allocation Failure) [PSYoungGen: 67680K->96K(66560K)] 69435K->1851K(241664K), 0.0004877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.934: [GC (Allocation Failure) [PSYoungGen: 66144K->96K(65024K)] 67899K->1851K(240128K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.982: [GC (Allocation Failure) [PSYoungGen: 64608K->64K(63488K)] 66363K->1819K(238592K), 0.0005714 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.030: [GC (Allocation Failure) [PSYoungGen: 63040K->96K(61952K)] 64795K->1851K(237056K), 0.0004994 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.075: [GC (Allocation Failure) [PSYoungGen: 61536K->96K(74240K)] 63291K->1851K(249344K), 0.0007045 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.132: [GC (Allocation Failure) [PSYoungGen: 73824K->32K(72704K)] 75579K->1787K(247808K), 0.0004944 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.184: [GC (Allocation Failure) [PSYoungGen: 72224K->96K(71168K)] 73979K->1851K(246272K), 0.0005040 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
18.235: [GC (Allocation Failure) [PSYoungGen: 70752K->96K(69632K)] 72507K->1851K(244736K), 0.0004894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.286: [GC (Allocation Failure) [PSYoungGen: 69216K->64K(68096K)] 70971K->1819K(243200K), 0.0004961 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.335: [GC (Allocation Failure) [PSYoungGen: 67648K->96K(66560K)] 69403K->1851K(241664K), 0.0005530 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.383: [GC (Allocation Failure) [PSYoungGen: 66144K->64K(65024K)] 67899K->1819K(240128K), 0.0004846 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.430: [GC (Allocation Failure) [PSYoungGen: 64576K->96K(63488K)] 66331K->1851K(238592K), 0.0005001 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.476: [GC (Allocation Failure) [PSYoungGen: 63072K->96K(61952K)] 64827K->1851K(237056K), 0.0004972 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.520: [GC (Allocation Failure) [PSYoungGen: 61536K->96K(60928K)] 63291K->1851K(236032K), 0.0004869 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.564: [GC (Allocation Failure) [PSYoungGen: 60512K->64K(59904K)] 62267K->1819K(235008K), 0.0004953 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.618: [GC (Allocation Failure) [PSYoungGen: 59456K->32K(72192K)] 61211K->1787K(247296K), 0.0011735 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
18.682: [GC (Allocation Failure) [PSYoungGen: 71712K->64K(86528K)] 73467K->1819K(261632K), 0.0009452 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
18.757: [GC (Allocation Failure) [PSYoungGen: 86080K->64K(103936K)] 87835K->1819K(279040K), 0.0127376 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
18.895: [GC (Allocation Failure) [PSYoungGen: 103488K->64K(124928K)] 105243K->1819K(300032K), 0.0005605 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
19.014: [GC (Allocation Failure) [PSYoungGen: 124480K->32K(150016K)] 126235K->1787K(325120K), 0.0008077 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
19.366: [GC (Allocation Failure) [PSYoungGen: 149536K->32K(180224K)] 151291K->1787K(355328K), 0.0153924 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
20.648: [GC (Allocation Failure) [PSYoungGen: 179744K->96K(216576K)] 181499K->1851K(391680K), 0.0105060 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
21.904: [GC (Allocation Failure) [PSYoungGen: 216160K->64K(260096K)] 217915K->1843K(435200K), 0.0011627 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
22.252: [GC (Allocation Failure) [PSYoungGen: 259648K->96K(312320K)] 261427K->1875K(487424K), 0.0005738 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
22.589: [GC (Allocation Failure) [PSYoungGen: 311904K->64K(374784K)] 313683K->1843K(549888K), 0.0073951 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
23.020: [GC (Allocation Failure) [PSYoungGen: 374336K->64K(450048K)] 376115K->1843K(625152K), 0.0010063 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.435: [GC (Allocation Failure) [PSYoungGen: 449600K->32K(493056K)] 451379K->1811K(668160K), 0.0013689 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
23.893: [GC (Allocation Failure) [PSYoungGen: 492576K->32K(471552K)] 494355K->1811K(646656K), 0.0019115 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.288: [GC (Allocation Failure) [PSYoungGen: 471072K->96K(451072K)] 472851K->1875K(626176K), 0.0006159 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.692: [GC (Allocation Failure) [PSYoungGen: 450656K->64K(431616K)] 452435K->1843K(606720K), 0.0012073 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.254: [GC (Allocation Failure) [PSYoungGen: 431168K->96K(413184K)] 432947K->1875K(588288K), 0.0005623 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.579: [GC (Allocation Failure) [PSYoungGen: 412768K->96K(395776K)] 414547K->1875K(570880K), 0.0005238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.891: [GC (Allocation Failure) [PSYoungGen: 395360K->64K(378880K)] 397139K->1843K(553984K), 0.0011260 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
26.240: [GC (Allocation Failure) [PSYoungGen: 378432K->64K(363008K)] 380211K->1843K(538112K), 0.0011120 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
26.570: [GC (Allocation Failure) [PSYoungGen: 362560K->64K(348160K)] 364339K->1843K(523264K), 0.0026175 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
26.896: [GC (Allocation Failure) [PSYoungGen: 347712K->96K(333824K)] 349491K->1875K(508928K), 0.0005529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.169: [GC (Allocation Failure) [PSYoungGen: 333408K->64K(320000K)] 335187K->1843K(495104K), 0.0011434 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.537: [GC (Allocation Failure) [PSYoungGen: 319552K->32K(307200K)] 321331K->1811K(482304K), 0.0012310 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.875: [GC (Allocation Failure) [PSYoungGen: 306720K->32K(294912K)] 308499K->1811K(470016K), 0.0013090 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
28.134: [GC (Allocation Failure) [PSYoungGen: 294432K->96K(283136K)] 296211K->1875K(458240K), 0.0005331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.367: [GC (Allocation Failure) [PSYoungGen: 282720K->96K(271872K)] 284499K->1875K(446976K), 0.0005380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.584: [GC (Allocation Failure) [PSYoungGen: 271456K->64K(261120K)] 273235K->1843K(436224K), 0.0011463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.801: [GC (Allocation Failure) [PSYoungGen: 260672K->32K(250880K)] 262451K->1811K(425984K), 0.0006578 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.003: [GC (Allocation Failure) [PSYoungGen: 250400K->96K(241152K)] 252179K->1875K(416256K), 0.0005220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.192: [GC (Allocation Failure) [PSYoungGen: 240736K->96K(231936K)] 242515K->1875K(407040K), 0.0005875 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.369: [GC (Allocation Failure) [PSYoungGen: 231520K->64K(223232K)] 233299K->1843K(398336K), 0.0007591 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.539: [GC (Allocation Failure) [PSYoungGen: 222784K->96K(215040K)] 224563K->1875K(390144K), 0.0004960 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.699: [GC (Allocation Failure) [PSYoungGen: 214624K->32K(206848K)] 216403K->1811K(381952K), 0.0004860 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
29.904: [GC (Allocation Failure) [PSYoungGen: 206368K->64K(199168K)] 208147K->1843K(374272K), 0.0005110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.090: [GC (Allocation Failure) [PSYoungGen: 198720K->32K(192000K)] 200499K->1811K(367104K), 0.0042468 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
30.284: [GC (Allocation Failure) [PSYoungGen: 191520K->32K(185344K)] 193299K->1811K(360448K), 0.0018901 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.548: [GC (Allocation Failure) [PSYoungGen: 184864K->96K(178688K)] 186643K->1875K(353792K), 0.0005144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.711: [GC (Allocation Failure) [PSYoungGen: 178272K->32K(172544K)] 180051K->1835K(347648K), 0.0013384 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.877: [GC (Allocation Failure) [PSYoungGen: 172064K->96K(166400K)] 173867K->1899K(341504K), 0.0007783 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.037: [GC (Allocation Failure) [PSYoungGen: 165984K->32K(160768K)] 167787K->1835K(335872K), 0.0014024 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.179: [GC (Allocation Failure) [PSYoungGen: 160288K->32K(155136K)] 162091K->1835K(330240K), 0.0011326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.322: [GC (Allocation Failure) [PSYoungGen: 154656K->96K(150016K)] 156459K->1899K(325120K), 0.0005334 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.452: [GC (Allocation Failure) [PSYoungGen: 149600K->64K(144896K)] 151403K->1867K(320000K), 0.0011447 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.584: [GC (Allocation Failure) [PSYoungGen: 144448K->96K(140288K)] 146251K->1899K(315392K), 0.0005831 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.720: [GC (Allocation Failure) [PSYoungGen: 139872K->64K(135680K)] 141675K->1867K(310784K), 0.0010887 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.876: [GC (Allocation Failure) [PSYoungGen: 135232K->96K(131584K)] 137035K->1899K(306688K), 0.0006624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.978: [GC (Allocation Failure) [PSYoungGen: 131168K->96K(127488K)] 132971K->1899K(302592K), 0.0005312 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.077: [GC (Allocation Failure) [PSYoungGen: 127072K->96K(123392K)] 128875K->1899K(298496K), 0.0005563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.175: [GC (Allocation Failure) [PSYoungGen: 122976K->64K(119808K)] 124779K->1867K(294912K), 0.0005405 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.267: [GC (Allocation Failure) [PSYoungGen: 119360K->96K(116224K)] 121163K->1899K(291328K), 0.0005549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.356: [GC (Allocation Failure) [PSYoungGen: 115808K->96K(112640K)] 117611K->1899K(287744K), 0.0005305 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.444: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114027K->1899K(284672K), 0.0005340 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.530: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 110955K->1899K(281600K), 0.0005310 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.614: [GC (Allocation Failure) [PSYoungGen: 106080K->64K(103424K)] 107883K->1867K(278528K), 0.0011327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.695: [GC (Allocation Failure) [PSYoungGen: 102976K->96K(100352K)] 104779K->1899K(275456K), 0.0005646 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.778: [GC (Allocation Failure) [PSYoungGen: 99936K->96K(97792K)] 101739K->1899K(272896K), 0.0005252 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.857: [GC (Allocation Failure) [PSYoungGen: 97376K->96K(95232K)] 99179K->1899K(270336K), 0.0005487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.928: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(92672K)] 96619K->1899K(267776K), 0.0005157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.001: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(90112K)] 94059K->1899K(265216K), 0.0005612 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
33.068: [GC (Allocation Failure) [PSYoungGen: 89696K->64K(87552K)] 91499K->1867K(262656K), 0.0005215 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
