OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2312176k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 34346K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 52% used [0x000000076ab00000,0x000000076cc8abf8,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7657K, capacity 7997K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
797: [GC (Allocation Failure) [PSYoungGen: 133088K->2000K(141824K)] 133112K->2032K(316928K), 0.0021604 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
22.085: [GC (Allocation Failure) [PSYoungGen: 98368K->64K(118784K)] 100528K->2224K(293888K), 0.0010494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.149: [GC (Allocation Failure) [PSYoungGen: 118336K->96K(142848K)] 120496K->2256K(317952K), 0.0008592 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
22.225: [GC (Allocation Failure) [PSYoungGen: 142432K->96K(171520K)] 144592K->2256K(346624K), 0.0005529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.315: [GC (Allocation Failure) [PSYoungGen: 171104K->96K(165376K)] 173264K->2256K(340480K), 0.0005902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.404: [GC (Allocation Failure) [PSYoungGen: 164960K->64K(159744K)] 167120K->2224K(334848K), 0.0010851 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.487: [GC (Allocation Failure) [PSYoungGen: 159296K->64K(154112K)] 161456K->2224K(329216K), 0.0005377 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.566: [GC (Allocation Failure) [PSYoungGen: 153664K->96K(148992K)] 155824K->2256K(324096K), 0.0005475 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.642: [GC (Allocation Failure) [PSYoungGen: 148576K->64K(143872K)] 150736K->2224K(318976K), 0.0005256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.716: [GC (Allocation Failure) [PSYoungGen: 143424K->32K(139264K)] 145584K->2192K(314368K), 0.0005255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.788: [GC (Allocation Failure) [PSYoungGen: 138784K->96K(134656K)] 140944K->2256K(309760K), 0.0005474 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.858: [GC (Allocation Failure) [PSYoungGen: 134240K->96K(130560K)] 136400K->2256K(305664K), 0.0005573 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.926: [GC (Allocation Failure) [PSYoungGen: 130144K->96K(126464K)] 132304K->2256K(301568K), 0.0005255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
22.990: [GC (Allocation Failure) [PSYoungGen: 126048K->64K(122368K)] 128208K->2224K(297472K), 0.0005276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.053: [GC (Allocation Failure) [PSYoungGen: 121920K->96K(118784K)] 124080K->2256K(293888K), 0.0005187 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
23.114: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120528K->2256K(290304K), 0.0005091 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.175: [GC (Allocation Failure) [PSYoungGen: 114784K->64K(111616K)] 116944K->2224K(286720K), 0.0005392 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.232: [GC (Allocation Failure) [PSYoungGen: 111168K->96K(108544K)] 113328K->2256K(283648K), 0.0005331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.288: [GC (Allocation Failure) [PSYoungGen: 108128K->64K(105472K)] 110288K->2224K(280576K), 0.0005907 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.343: [GC (Allocation Failure) [PSYoungGen: 105024K->64K(126464K)] 107184K->2224K(301568K), 0.0010699 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
23.411: [GC (Allocation Failure) [PSYoungGen: 126016K->96K(122368K)] 128176K->2256K(297472K), 0.0005586 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.474: [GC (Allocation Failure) [PSYoungGen: 121952K->64K(118784K)] 124112K->2224K(293888K), 0.0005337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.535: [GC (Allocation Failure) [PSYoungGen: 118336K->64K(142848K)] 120496K->2224K(317952K), 0.0008950 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.608: [GC (Allocation Failure) [PSYoungGen: 142400K->64K(138240K)] 144560K->2232K(313344K), 0.0005414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.679: [GC (Allocation Failure) [PSYoungGen: 137792K->64K(133632K)] 139960K->2232K(308736K), 0.0005107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.747: [GC (Allocation Failure) [PSYoungGen: 133184K->96K(129536K)] 135352K->2264K(304640K), 0.0005145 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.814: [GC (Allocation Failure) [PSYoungGen: 129120K->96K(125440K)] 131288K->2264K(300544K), 0.0005405 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.878: [GC (Allocation Failure) [PSYoungGen: 125024K->64K(121344K)] 127192K->2232K(296448K), 0.0008896 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
23.942: [GC (Allocation Failure) [PSYoungGen: 120896K->0K(117760K)] 123064K->2168K(292864K), 0.0006065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.002: [GC (Allocation Failure) [PSYoungGen: 117248K->96K(114176K)] 119416K->2264K(289280K), 0.0005149 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.060: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115928K->2264K(285696K), 0.0005267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.117: [GC (Allocation Failure) [PSYoungGen: 110176K->96K(107520K)] 112344K->2264K(282624K), 0.0005372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.174: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 109272K->2264K(279552K), 0.0005566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.227: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 106200K->2264K(276480K), 0.0005508 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.280: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 103128K->2264K(273920K), 0.0005238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.331: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100568K->2264K(271360K), 0.0005364 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.380: [GC (Allocation Failure) [PSYoungGen: 95840K->64K(93696K)] 98008K->2232K(268800K), 0.0005417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.430: [GC (Allocation Failure) [PSYoungGen: 93248K->64K(91136K)] 95416K->2232K(266240K), 0.0005377 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.476: [GC (Allocation Failure) [PSYoungGen: 90688K->64K(88576K)] 92856K->2232K(263680K), 0.0005160 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.522: [GC (Allocation Failure) [PSYoungGen: 88128K->96K(804352K)] 90296K->2264K(979456K), 0.0005226 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
24.935: [GC (Allocation Failure) [PSYoungGen: 803936K->64K(767488K)] 806104K->2232K(942592K), 0.0005866 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.328: [GC (Allocation Failure) [PSYoungGen: 767040K->96K(732160K)] 769208K->2264K(907264K), 0.0005419 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.703: [GC (Allocation Failure) [PSYoungGen: 731744K->96K(698880K)] 733912K->2264K(873984K), 0.0005886 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.061: [GC (Allocation Failure) [PSYoungGen: 698464K->64K(667136K)] 700632K->2232K(842240K), 0.0005401 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
26.402: [GC (Allocation Failure) [PSYoungGen: 666688K->96K(636928K)] 668856K->2264K(812032K), 0.0005354 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
26.729: [GC (Allocation Failure) [PSYoungGen: 636512K->96K(608256K)] 638680K->2264K(783360K), 0.0005679 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.041: [GC (Allocation Failure) [PSYoungGen: 607840K->64K(581120K)] 610008K->2232K(756224K), 0.0005766 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.339: [GC (Allocation Failure) [PSYoungGen: 580672K->96K(555520K)] 582840K->2264K(730624K), 0.0005295 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.624: [GC (Allocation Failure) [PSYoungGen: 555104K->96K(530944K)] 557272K->2264K(706048K), 0.0005443 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.895: [GC (Allocation Failure) [PSYoungGen: 530528K->96K(507392K)] 532696K->2264K(682496K), 0.0005430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.156: [GC (Allocation Failure) [PSYoungGen: 506976K->96K(485376K)] 509144K->2264K(660480K), 0.0005401 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
28.405: [GC (Allocation Failure) [PSYoungGen: 484960K->64K(464384K)] 487128K->2232K(639488K), 0.0005715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.652: [GC (Allocation Failure) [PSYoungGen: 463936K->96K(444416K)] 466104K->2264K(619520K), 0.0005651 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.886: [GC (Allocation Failure) [PSYoungGen: 444000K->96K(425472K)] 446168K->2264K(600576K), 0.0005531 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.111: [GC (Allocation Failure) [PSYoungGen: 425056K->64K(407552K)] 427224K->2232K(582656K), 0.0005572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.327: [GC (Allocation Failure) [PSYoungGen: 407104K->96K(390144K)] 409272K->2264K(565248K), 0.0007181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.536: [GC (Allocation Failure) [PSYoungGen: 389728K->64K(373760K)] 391896K->2232K(548864K), 0.0005977 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.733: [GC (Allocation Failure) [PSYoungGen: 373312K->0K(357888K)] 375480K->2168K(532992K), 0.0005407 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.922: [GC (Allocation Failure) [PSYoungGen: 357376K->96K(343040K)] 359544K->2264K(518144K), 0.0005562 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.103: [GC (Allocation Failure) [PSYoungGen: 342624K->96K(328704K)] 344792K->2264K(503808K), 0.0005511 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.278: [GC (Allocation Failure) [PSYoungGen: 328288K->64K(315392K)] 330456K->2232K(490496K), 0.0011028 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
30.446: [GC (Allocation Failure) [PSYoungGen: 314944K->32K(302592K)] 317112K->2224K(477696K), 0.0005626 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.605: [GC (Allocation Failure) [PSYoungGen: 302112K->64K(290304K)] 304304K->2256K(465408K), 0.0006096 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.757: [GC (Allocation Failure) [PSYoungGen: 289856K->64K(278528K)] 292048K->2256K(453632K), 0.0005688 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
30.906: [GC (Allocation Failure) [PSYoungGen: 278080K->96K(267776K)] 280272K->2288K(442880K), 0.0005851 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.047: [GC (Allocation Failure) [PSYoungGen: 267360K->64K(257536K)] 269552K->2256K(432640K), 0.0006818 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.183: [GC (Allocation Failure) [PSYoungGen: 257088K->96K(247296K)] 259280K->2288K(422400K), 0.0005566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.315: [GC (Allocation Failure) [PSYoungGen: 246880K->64K(237568K)] 249072K->2256K(412672K), 0.0005574 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.441: [GC (Allocation Failure) [PSYoungGen: 237120K->96K(228352K)] 239312K->2288K(403456K), 0.0005487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.561: [GC (Allocation Failure) [PSYoungGen: 227936K->96K(219648K)] 230128K->2288K(394752K), 0.0005650 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.676: [GC (Allocation Failure) [PSYoungGen: 219232K->96K(211456K)] 221424K->2288K(386560K), 0.0005486 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.784: [GC (Allocation Failure) [PSYoungGen: 211040K->96K(203776K)] 213232K->2288K(378880K), 0.0005553 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.890: [GC (Allocation Failure) [PSYoungGen: 203360K->96K(196096K)] 205552K->2288K(371200K), 0.0005360 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.990: [GC (Allocation Failure) [PSYoungGen: 195680K->96K(188928K)] 197872K->2288K(364032K), 0.0005291 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.090: [GC (Allocation Failure) [PSYoungGen: 188512K->96K(182272K)] 190704K->2288K(357376K), 0.0005382 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.184: [GC (Allocation Failure) [PSYoungGen: 181856K->64K(175616K)] 184048K->2256K(350720K), 0.0005421 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.274: [GC (Allocation Failure) [PSYoungGen: 175168K->96K(169472K)] 177360K->2288K(344576K), 0.0005361 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.362: [GC (Allocation Failure) [PSYoungGen: 169056K->96K(163840K)] 171248K->2288K(338944K), 0.0005485 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.446: [GC (Allocation Failure) [PSYoungGen: 163424K->64K(158208K)] 165616K->2256K(333312K), 0.0005400 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.527: [GC (Allocation Failure) [PSYoungGen: 157760K->96K(153088K)] 159952K->2288K(328192K), 0.0005511 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
32.605: [GC (Allocation Failure) [PSYoungGen: 152672K->96K(147968K)] 154864K->2288K(323072K), 0.0005286 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.681: [GC (Allocation Failure) [PSYoungGen: 147552K->64K(143360K)] 149744K->2256K(318464K), 0.0005245 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.755: [GC (Allocation Failure) [PSYoungGen: 142912K->96K(138752K)] 145104K->2288K(313856K), 0.0005398 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.826: [GC (Allocation Failure) [PSYoungGen: 138336K->96K(134144K)] 140528K->2288K(309248K), 0.0005402 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.896: [GC (Allocation Failure) [PSYoungGen: 133728K->64K(130048K)] 135920K->2256K(305152K), 0.0005992 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.962: [GC (Allocation Failure) [PSYoungGen: 129600K->96K(125952K)] 131792K->2288K(301056K), 0.0005844 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
33.027: [GC (Allocation Failure) [PSYoungGen: 125536K->96K(121856K)] 127728K->2288K(296960K), 0.0005198 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.089: [GC (Allocation Failure) [PSYoungGen: 121440K->32K(118272K)] 123632K->2224K(293376K), 0.0005632 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.150: [GC (Allocation Failure) [PSYoungGen: 117792K->96K(114688K)] 119984K->2288K(289792K), 0.0005570 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.210: [GC (Allocation Failure) [PSYoungGen: 114272K->64K(111104K)] 116464K->2256K(286208K), 0.0005400 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.267: [GC (Allocation Failure) [PSYoungGen: 110656K->32K(108032K)] 112848K->2224K(283136K), 0.0005487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.323: [GC (Allocation Failure) [PSYoungGen: 107552K->96K(104960K)] 109744K->2288K(280064K), 0.0005362 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
33.377: [GC (Allocation Failure) [PSYoungGen: 104544K->64K(101888K)] 106736K->2256K(276992K), 0.0005456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.429: [GC (Allocation Failure) [PSYoungGen: 101440K->96K(98816K)] 103632K->2288K(273920K), 0.0005161 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
33.480: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100592K->2288K(271360K), 0.0005697 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.530: [GC (Allocation Failure) [PSYoungGen: 95840K->96K(93696K)] 98032K->2288K(268800K), 0.0005626 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.578: [GC (Allocation Failure) [PSYoungGen: 93280K->96K(91136K)] 95472K->2288K(266240K), 0.0005086 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
33.625: [GC (Allocation Failure) [PSYoungGen: 90720K->96K(88576K)] 92912K->2288K(263680K), 0.0005015 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.670: [GC (Allocation Failure) [PSYoungGen: 88160K->64K(804352K)] 90352K->2256K(979456K), 0.0005095 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.085: [GC (Allocation Failure) [PSYoungGen: 803904K->96K(767488K)] 806096K->2288K(942592K), 0.0005723 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.478: [GC (Allocation Failure) [PSYoungGen: 767072K->96K(732160K)] 769264K->2288K(907264K), 0.0005346 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.852: [GC (Allocation Failure) [PSYoungGen: 731744K->96K(698880K)] 733936K->2288K(873984K), 0.0005326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.210: [GC (Allocation Failure) [PSYoungGen: 698464K->96K(667136K)] 700656K->2288K(842240K), 0.0005729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.552: [GC (Allocation Failure) [PSYoungGen: 666720K->96K(636928K)] 668912K->2288K(812032K), 0.0005726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.878: [GC (Allocation Failure) [PSYoungGen: 636512K->96K(608256K)] 638704K->2288K(783360K), 0.0007940 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
36.190: [GC (Allocation Failure) [PSYoungGen: 607840K->96K(581120K)] 610032K->2288K(756224K), 0.0005314 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.488: [GC (Allocation Failure) [PSYoungGen: 580704K->96K(555520K)] 582896K->2288K(730624K), 0.0005353 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.771: [GC (Allocation Failure) [PSYoungGen: 555104K->96K(530944K)] 557296K->2288K(706048K), 0.0005383 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.045: [GC (Allocation Failure) [PSYoungGen: 530528K->96K(507392K)] 532720K->2288K(682496K), 0.0005351 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.305: [GC (Allocation Failure) [PSYoungGen: 506976K->96K(485376K)] 509168K->2288K(660480K), 0.0005341 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.555: [GC (Allocation Failure) [PSYoungGen: 484959K->96K(464384K)] 487151K->2288K(639488K), 0.0005776 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.792: [GC (Allocation Failure) [PSYoungGen: 463968K->96K(444416K)] 466160K->2288K(619520K), 0.0005402 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.021: [GC (Allocation Failure) [PSYoungGen: 444000K->96K(425472K)] 446192K->2288K(600576K), 0.0005398 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.240: [GC (Allocation Failure) [PSYoungGen: 425056K->96K(407552K)] 427248K->2288K(582656K), 0.0005630 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
38.449: [GC (Allocation Failure) [PSYoungGen: 407136K->64K(390144K)] 409328K->2256K(565248K), 0.0005448 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
38.648: [GC (Allocation Failure) [PSYoungGen: 389696K->96K(373760K)] 391888K->2288K(548864K), 0.0005444 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.839: [GC (Allocation Failure) [PSYoungGen: 373344K->96K(357888K)] 375536K->2288K(532992K), 0.0006749 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.028: [GC (Allocation Failure) [PSYoungGen: 357472K->32K(343040K)] 359664K->2224K(518144K), 0.0010770 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.205: [GC (Allocation Failure) [PSYoungGen: 342560K->64K(328704K)] 344752K->2256K(503808K), 0.0005851 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.373: [GC (Allocation Failure) [PSYoungGen: 328256K->96K(315392K)] 330448K->2288K(490496K), 0.0005461 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.536: [GC (Allocation Failure) [PSYoungGen: 314976K->96K(302592K)] 317168K->2288K(477696K), 0.0005378 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.691: [GC (Allocation Failure) [PSYoungGen: 302176K->96K(290304K)] 304368K->2288K(465408K), 0.0005422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.841: [GC (Allocation Failure) [PSYoungGen: 289888K->96K(278528K)] 292080K->2288K(453632K), 0.0005320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.985: [GC (Allocation Failure) [PSYoungGen: 278112K->96K(267776K)] 280304K->2288K(442880K), 0.0005572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.123: [GC (Allocation Failure) [PSYoungGen: 267360K->96K(257536K)] 269552K->2288K(432640K), 0.0005417 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.256: [GC (Allocation Failure) [PSYoungGen: 257120K->96K(247296K)] 259312K->2288K(422400K), 0.0005619 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.388: [GC (Allocation Failure) [PSYoungGen: 246880K->96K(237568K)] 249072K->2288K(412672K), 0.0005723 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.513: [GC (Allocation Failure) [PSYoungGen: 237152K->96K(228352K)] 239344K->2312K(403456K), 0.0005884 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.636: [GC (Allocation Failure) [PSYoungGen: 227936K->64K(219648K)] 230152K->2280K(394752K), 0.0005616 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.753: [GC (Allocation Failure) [PSYoungGen: 219200K->96K(211456K)] 221416K->2312K(386560K), 0.0005533 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.874: [GC (Allocation Failure) [PSYoungGen: 211040K->96K(203776K)] 213256K->2312K(378880K), 0.0005456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.994: [GC (Allocation Failure) [PSYoungGen: 203360K->64K(196096K)] 205576K->2280K(371200K), 0.0005878 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.101: [GC (Allocation Failure) [PSYoungGen: 195648K->64K(188928K)] 197864K->2280K(364032K), 0.0005446 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.205: [GC (Allocation Failure) [PSYoungGen: 188480K->96K(182272K)] 190696K->2312K(357376K), 0.0006327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.303: [GC (Allocation Failure) [PSYoungGen: 181856K->128K(175616K)] 184072K->2344K(350720K), 0.0008478 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.396: [GC (Allocation Failure) [PSYoungGen: 175232K->96K(169472K)] 177448K->2312K(344576K), 0.0005625 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.486: [GC (Allocation Failure) [PSYoungGen: 169056K->96K(163840K)] 171272K->2312K(338944K), 0.0005775 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.574: [GC (Allocation Failure) [PSYoungGen: 163424K->96K(158208K)] 165640K->2312K(333312K), 0.0005853 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
41.661: [GC (Allocation Failure) [PSYoungGen: 157792K->96K(153088K)] 160008K->2312K(328192K), 0.0027602 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
41.745: [GC (Allocation Failure) [PSYoungGen: 152672K->64K(147968K)] 154888K->2280K(323072K), 0.0005866 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.824: [GC (Allocation Failure) [PSYoungGen: 147520K->64K(143360K)] 149736K->2280K(318464K), 0.0005920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.901: [GC (Allocation Failure) [PSYoungGen: 142912K->96K(138752K)] 145128K->2312K(313856K), 0.0005531 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
41.975: [GC (Allocation Failure) [PSYoungGen: 138336K->96K(134144K)] 140552K->2312K(309248K), 0.0005477 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.049: [GC (Allocation Failure) [PSYoungGen: 133728K->64K(130048K)] 135944K->2280K(305152K), 0.0005969 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.118: [GC (Allocation Failure) [PSYoungGen: 129600K->96K(125952K)] 131816K->2312K(301056K), 0.0005328 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.184: [GC (Allocation Failure) [PSYoungGen: 125536K->64K(121856K)] 127752K->2280K(296960K), 0.0009954 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.251: [GC (Allocation Failure) [PSYoungGen: 121407K->96K(118272K)] 123623K->2312K(293376K), 0.0005536 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.314: [GC (Allocation Failure) [PSYoungGen: 117856K->64K(141824K)] 120072K->2280K(316928K), 0.0010985 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.391: [GC (Allocation Failure) [PSYoungGen: 141376K->96K(137216K)] 143592K->2312K(312320K), 0.0006021 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
42.463: [GC (Allocation Failure) [PSYoungGen: 136800K->64K(132608K)] 139016K->2280K(307712K), 0.0005877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
