OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(1673500k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35656K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd22e8,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7652K, capacity 8001K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
29: [GC (Allocation Failure) [PSYoungGen: 132800K->1712K(141824K)] 132824K->1744K(316928K), 0.0018382 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
25.334: [GC (Allocation Failure) [PSYoungGen: 125536K->96K(121856K)] 127368K->1928K(296960K), 0.0005167 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
25.390: [GC (Allocation Failure) [PSYoungGen: 121440K->32K(118272K)] 123272K->1864K(293376K), 0.0004987 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.443: [GC (Allocation Failure) [PSYoungGen: 117792K->96K(114688K)] 119624K->1928K(289792K), 0.0005377 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.505: [GC (Allocation Failure) [PSYoungGen: 114272K->96K(137728K)] 116104K->1928K(312832K), 0.0010192 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
25.570: [GC (Allocation Failure) [PSYoungGen: 137312K->96K(133120K)] 139144K->1928K(308224K), 0.0018886 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.634: [GC (Allocation Failure) [PSYoungGen: 132704K->64K(159744K)] 134536K->1896K(334848K), 0.0010161 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
25.712: [GC (Allocation Failure) [PSYoungGen: 159296K->96K(192000K)] 161128K->1928K(367104K), 0.0006876 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
25.802: [GC (Allocation Failure) [PSYoungGen: 191584K->96K(185344K)] 193416K->1928K(360448K), 0.0005246 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
25.886: [GC (Allocation Failure) [PSYoungGen: 184928K->96K(178688K)] 186760K->1928K(353792K), 0.0005288 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
25.966: [GC (Allocation Failure) [PSYoungGen: 178272K->96K(172544K)] 180104K->1928K(347648K), 0.0005582 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
26.043: [GC (Allocation Failure) [PSYoungGen: 172128K->64K(166400K)] 173960K->1896K(341504K), 0.0005251 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.117: [GC (Allocation Failure) [PSYoungGen: 165952K->64K(160768K)] 167784K->1896K(335872K), 0.0005521 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.191: [GC (Allocation Failure) [PSYoungGen: 160320K->64K(155136K)] 162152K->1896K(330240K), 0.0005200 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
26.261: [GC (Allocation Failure) [PSYoungGen: 154688K->96K(150016K)] 156520K->1928K(325120K), 0.0005250 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
26.328: [GC (Allocation Failure) [PSYoungGen: 149600K->32K(144896K)] 151432K->1864K(320000K), 0.0004938 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.394: [GC (Allocation Failure) [PSYoungGen: 144416K->96K(140288K)] 146248K->1928K(315392K), 0.0005067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.457: [GC (Allocation Failure) [PSYoungGen: 139872K->96K(135680K)] 141704K->1928K(310784K), 0.0004970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.520: [GC (Allocation Failure) [PSYoungGen: 135264K->64K(131584K)] 137096K->1896K(306688K), 0.0005204 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.581: [GC (Allocation Failure) [PSYoungGen: 131136K->96K(127488K)] 132968K->1928K(302592K), 0.0005520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.642: [GC (Allocation Failure) [PSYoungGen: 127072K->64K(123392K)] 128904K->1896K(298496K), 0.0010683 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.702: [GC (Allocation Failure) [PSYoungGen: 122944K->64K(119808K)] 124776K->1896K(294912K), 0.0005398 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.756: [GC (Allocation Failure) [PSYoungGen: 119360K->96K(116224K)] 121192K->1928K(291328K), 0.0005507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.809: [GC (Allocation Failure) [PSYoungGen: 115808K->96K(112640K)] 117640K->1928K(287744K), 0.0005050 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.859: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114056K->1928K(284672K), 0.0005102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.909: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 110984K->1928K(281600K), 0.0005158 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
26.957: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 107912K->1928K(278528K), 0.0005269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.004: [GC (Allocation Failure) [PSYoungGen: 103008K->96K(100352K)] 104840K->1928K(275456K), 0.0005510 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.049: [GC (Allocation Failure) [PSYoungGen: 99936K->64K(97792K)] 101768K->1896K(272896K), 0.0004897 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.093: [GC (Allocation Failure) [PSYoungGen: 97344K->96K(95232K)] 99176K->1928K(270336K), 0.0004974 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.136: [GC (Allocation Failure) [PSYoungGen: 94816K->96K(114176K)] 96648K->1928K(289280K), 0.0004977 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.188: [GC (Allocation Failure) [PSYoungGen: 113760K->64K(110592K)] 115592K->1896K(285696K), 0.0005130 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.240: [GC (Allocation Failure) [PSYoungGen: 110144K->96K(107520K)] 111976K->1928K(282624K), 0.0005900 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.291: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(104448K)] 108936K->1928K(279552K), 0.0005065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.338: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105864K->1928K(276480K), 0.0004923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.384: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102792K->1928K(273920K), 0.0005414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.429: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(118784K)] 100232K->1928K(293888K), 0.0005283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.482: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120200K->1928K(290304K), 0.0005119 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.534: [GC (Allocation Failure) [PSYoungGen: 114784K->32K(138240K)] 116616K->1864K(313344K), 0.0008836 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.596: [GC (Allocation Failure) [PSYoungGen: 137760K->96K(165888K)] 139592K->1928K(340992K), 0.0005033 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.673: [GC (Allocation Failure) [PSYoungGen: 165472K->96K(160256K)] 167304K->1928K(335360K), 0.0005752 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.748: [GC (Allocation Failure) [PSYoungGen: 159840K->96K(154624K)] 161672K->1928K(329728K), 0.0005465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.819: [GC (Allocation Failure) [PSYoungGen: 154208K->96K(149504K)] 156040K->1928K(324608K), 0.0005051 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.887: [GC (Allocation Failure) [PSYoungGen: 149088K->96K(144384K)] 150920K->1928K(319488K), 0.0005633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.952: [GC (Allocation Failure) [PSYoungGen: 143968K->64K(139776K)] 145800K->1896K(314880K), 0.0005510 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.016: [GC (Allocation Failure) [PSYoungGen: 139328K->96K(135168K)] 141160K->1928K(310272K), 0.0005017 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
28.080: [GC (Allocation Failure) [PSYoungGen: 134752K->64K(131072K)] 136584K->1896K(306176K), 0.0005442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.140: [GC (Allocation Failure) [PSYoungGen: 130624K->96K(126976K)] 132456K->1928K(302080K), 0.0005342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.197: [GC (Allocation Failure) [PSYoungGen: 126560K->64K(152576K)] 128392K->1896K(327680K), 0.0011786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.269: [GC (Allocation Failure) [PSYoungGen: 152128K->96K(147456K)] 153960K->1928K(322560K), 0.0005384 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.336: [GC (Allocation Failure) [PSYoungGen: 147040K->96K(142848K)] 148872K->1928K(317952K), 0.0005184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.400: [GC (Allocation Failure) [PSYoungGen: 142432K->96K(138240K)] 144264K->1928K(313344K), 0.0005020 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
28.463: [GC (Allocation Failure) [PSYoungGen: 137824K->96K(133632K)] 139656K->1928K(308736K), 0.0005568 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.523: [GC (Allocation Failure) [PSYoungGen: 133216K->96K(129536K)] 135048K->1928K(304640K), 0.0005210 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.582: [GC (Allocation Failure) [PSYoungGen: 129120K->64K(125440K)] 130952K->1896K(300544K), 0.0005054 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.639: [GC (Allocation Failure) [PSYoungGen: 124992K->32K(121344K)] 126824K->1864K(296448K), 0.0005221 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
28.695: [GC (Allocation Failure) [PSYoungGen: 120864K->96K(117760K)] 122696K->1928K(292864K), 0.0005205 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
28.752: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119176K->1928K(289280K), 0.0005098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.803: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115592K->1928K(285696K), 0.0005656 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.853: [GC (Allocation Failure) [PSYoungGen: 110176K->64K(107520K)] 112008K->1896K(282624K), 0.0007299 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.902: [GC (Allocation Failure) [PSYoungGen: 107072K->64K(104448K)] 108904K->1896K(279552K), 0.0005055 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.949: [GC (Allocation Failure) [PSYoungGen: 103999K->96K(101376K)] 105831K->1928K(276480K), 0.0005080 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
28.995: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102792K->1928K(273920K), 0.0005220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.042: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(118784K)] 100232K->1928K(293888K), 0.0005523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.096: [GC (Allocation Failure) [PSYoungGen: 118368K->96K(115200K)] 120200K->1928K(290304K), 0.0005093 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
29.147: [GC (Allocation Failure) [PSYoungGen: 114784K->96K(111616K)] 116616K->1928K(286720K), 0.0004993 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.199: [GC (Allocation Failure) [PSYoungGen: 111200K->96K(108544K)] 113032K->1928K(283648K), 0.0005239 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.251: [GC (Allocation Failure) [PSYoungGen: 108128K->96K(105472K)] 109960K->1928K(280576K), 0.0005849 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.299: [GC (Allocation Failure) [PSYoungGen: 105056K->64K(102400K)] 106888K->1896K(277504K), 0.0005127 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.346: [GC (Allocation Failure) [PSYoungGen: 101952K->96K(99328K)] 103784K->1928K(274432K), 0.0005117 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
29.391: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 100744K->1928K(271872K), 0.0005125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.437: [GC (Allocation Failure) [PSYoungGen: 96352K->64K(94208K)] 98184K->1896K(269312K), 0.0005165 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.480: [GC (Allocation Failure) [PSYoungGen: 93760K->96K(113152K)] 95592K->1928K(288256K), 0.0005156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.531: [GC (Allocation Failure) [PSYoungGen: 112736K->96K(110080K)] 114568K->1928K(285184K), 0.0005018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.583: [GC (Allocation Failure) [PSYoungGen: 109664K->96K(107008K)] 111496K->1928K(282112K), 0.0005902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.631: [GC (Allocation Failure) [PSYoungGen: 106592K->64K(103936K)] 108424K->1896K(279040K), 0.0005371 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.681: [GC (Allocation Failure) [PSYoungGen: 103488K->96K(100864K)] 105320K->1928K(275968K), 0.0005214 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.728: [GC (Allocation Failure) [PSYoungGen: 100448K->96K(121344K)] 102280K->1928K(296448K), 0.0005829 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.783: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122760K->1928K(292864K), 0.0005072 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
29.845: [GC (Allocation Failure) [PSYoungGen: 117344K->64K(141312K)] 119176K->1896K(316416K), 0.0010595 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
29.911: [GC (Allocation Failure) [PSYoungGen: 140864K->64K(169472K)] 142696K->1896K(344576K), 0.0009745 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
29.988: [GC (Allocation Failure) [PSYoungGen: 169024K->64K(203264K)] 170856K->1896K(378368K), 0.0009924 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.080: [GC (Allocation Failure) [PSYoungGen: 202816K->96K(244224K)] 204648K->1928K(419328K), 0.0005563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.191: [GC (Allocation Failure) [PSYoungGen: 243808K->32K(293376K)] 245640K->1864K(468480K), 0.0010646 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
30.336: [GC (Allocation Failure) [PSYoungGen: 292896K->96K(281600K)] 294728K->1928K(456704K), 0.0005286 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.467: [GC (Allocation Failure) [PSYoungGen: 281184K->32K(270336K)] 283016K->1880K(445440K), 0.0010615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.593: [GC (Allocation Failure) [PSYoungGen: 269856K->64K(259584K)] 271704K->1912K(434688K), 0.0010530 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
30.718: [GC (Allocation Failure) [PSYoungGen: 259136K->32K(249344K)] 260984K->1880K(424448K), 0.0005388 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.838: [GC (Allocation Failure) [PSYoungGen: 248864K->64K(239616K)] 250712K->1912K(414720K), 0.0010220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
30.954: [GC (Allocation Failure) [PSYoungGen: 239168K->64K(230400K)] 241016K->1912K(405504K), 0.0006049 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.064: [GC (Allocation Failure) [PSYoungGen: 229952K->64K(221696K)] 231800K->1912K(396800K), 0.0011344 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.171: [GC (Allocation Failure) [PSYoungGen: 221248K->64K(213504K)] 223096K->1912K(388608K), 0.0010288 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.274: [GC (Allocation Failure) [PSYoungGen: 213056K->64K(205824K)] 214904K->1912K(380928K), 0.0010355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.374: [GC (Allocation Failure) [PSYoungGen: 205376K->64K(198144K)] 207224K->1912K(373248K), 0.0010327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.470: [GC (Allocation Failure) [PSYoungGen: 197696K->64K(190976K)] 199544K->1912K(366080K), 0.0010936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.566: [GC (Allocation Failure) [PSYoungGen: 190528K->64K(229376K)] 192376K->1912K(404480K), 0.0022065 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.684: [GC (Allocation Failure) [PSYoungGen: 228928K->96K(275456K)] 230776K->1944K(450560K), 0.0006020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.820: [GC (Allocation Failure) [PSYoungGen: 275040K->64K(264704K)] 276888K->1912K(439808K), 0.0010997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.955: [GC (Allocation Failure) [PSYoungGen: 264256K->64K(254464K)] 266104K->1912K(429568K), 0.0011589 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
32.088: [GC (Allocation Failure) [PSYoungGen: 254016K->96K(244736K)] 255864K->1944K(419840K), 0.0005715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.212: [GC (Allocation Failure) [PSYoungGen: 244320K->96K(235520K)] 246168K->1944K(410624K), 0.0005956 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.332: [GC (Allocation Failure) [PSYoungGen: 235104K->96K(226816K)] 236952K->1944K(401920K), 0.0005694 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.447: [GC (Allocation Failure) [PSYoungGen: 226400K->96K(218112K)] 228248K->1944K(393216K), 0.0005685 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.559: [GC (Allocation Failure) [PSYoungGen: 217696K->96K(209920K)] 219544K->1944K(385024K), 0.0005759 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
32.667: [GC (Allocation Failure) [PSYoungGen: 209504K->96K(202240K)] 211352K->1944K(377344K), 0.0005732 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.769: [GC (Allocation Failure) [PSYoungGen: 201824K->96K(195072K)] 203672K->1944K(370176K), 0.0005451 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.865: [GC (Allocation Failure) [PSYoungGen: 194656K->96K(187904K)] 196504K->1944K(363008K), 0.0005767 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.956: [GC (Allocation Failure) [PSYoungGen: 187488K->64K(181248K)] 189336K->1912K(356352K), 0.0006869 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
33.045: [GC (Allocation Failure) [PSYoungGen: 180800K->96K(175104K)] 182648K->1944K(350208K), 0.0005385 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.129: [GC (Allocation Failure) [PSYoungGen: 174688K->96K(168960K)] 176536K->1944K(344064K), 0.0005320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.209: [GC (Allocation Failure) [PSYoungGen: 168544K->0K(163328K)] 170392K->1848K(338432K), 0.0005419 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.289: [GC (Allocation Failure) [PSYoungGen: 162816K->64K(157696K)] 164664K->1912K(332800K), 0.0005487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.364: [GC (Allocation Failure) [PSYoungGen: 157248K->32K(152576K)] 159096K->1880K(327680K), 0.0005019 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.435: [GC (Allocation Failure) [PSYoungGen: 152096K->96K(147456K)] 153944K->1944K(322560K), 0.0005142 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.503: [GC (Allocation Failure) [PSYoungGen: 147040K->96K(142848K)] 148888K->1944K(317952K), 0.0005079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.569: [GC (Allocation Failure) [PSYoungGen: 142432K->96K(138240K)] 144280K->1944K(313344K), 0.0005652 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.634: [GC (Allocation Failure) [PSYoungGen: 137824K->96K(133632K)] 139672K->1944K(308736K), 0.0006148 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.697: [GC (Allocation Failure) [PSYoungGen: 133216K->96K(129536K)] 135064K->1944K(304640K), 0.0005637 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.757: [GC (Allocation Failure) [PSYoungGen: 129120K->96K(125440K)] 130968K->1944K(300544K), 0.0005304 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.815: [GC (Allocation Failure) [PSYoungGen: 125024K->96K(121344K)] 126872K->1944K(296448K), 0.0005044 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
33.870: [GC (Allocation Failure) [PSYoungGen: 120928K->96K(117760K)] 122776K->1944K(292864K), 0.0005368 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
33.923: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119192K->1944K(289280K), 0.0005386 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.974: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 115608K->1944K(285696K), 0.0005109 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.024: [GC (Allocation Failure) [PSYoungGen: 110176K->64K(107520K)] 112024K->1912K(282624K), 0.0004819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.072: [GC (Allocation Failure) [PSYoungGen: 107072K->96K(104448K)] 108920K->1944K(279552K), 0.0004995 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.120: [GC (Allocation Failure) [PSYoungGen: 104032K->96K(101376K)] 105880K->1944K(276480K), 0.0005268 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.166: [GC (Allocation Failure) [PSYoungGen: 100960K->96K(98816K)] 102808K->1944K(273920K), 0.0004819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.210: [GC (Allocation Failure) [PSYoungGen: 98400K->96K(96256K)] 100248K->1944K(271360K), 0.0005066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.254: [GC (Allocation Failure) [PSYoungGen: 95840K->64K(93696K)] 97688K->1912K(268800K), 0.0005262 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.296: [GC (Allocation Failure) [PSYoungGen: 93248K->96K(112640K)] 95096K->1944K(287744K), 0.0005115 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.347: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114072K->1944K(284672K), 0.0005063 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.396: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 111000K->1944K(281600K), 0.0004877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.444: [GC (Allocation Failure) [PSYoungGen: 106080K->64K(103424K)] 107928K->1912K(278528K), 0.0005685 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.492: [GC (Allocation Failure) [PSYoungGen: 102976K->96K(100352K)] 104824K->1944K(275456K), 0.0005181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.539: [GC (Allocation Failure) [PSYoungGen: 99936K->32K(97792K)] 101784K->1880K(272896K), 0.0005160 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.583: [GC (Allocation Failure) [PSYoungGen: 97312K->96K(117248K)] 99160K->1944K(292352K), 0.0005338 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.636: [GC (Allocation Failure) [PSYoungGen: 116832K->96K(140800K)] 118680K->1952K(315904K), 0.0005876 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.701: [GC (Allocation Failure) [PSYoungGen: 140383K->96K(136192K)] 142239K->1952K(311296K), 0.0005144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.763: [GC (Allocation Failure) [PSYoungGen: 135776K->96K(132096K)] 137632K->1952K(307200K), 0.0005568 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.825: [GC (Allocation Failure) [PSYoungGen: 131680K->96K(128000K)] 133536K->1952K(303104K), 0.0005271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.882: [GC (Allocation Failure) [PSYoungGen: 127584K->96K(123904K)] 129440K->1952K(299008K), 0.0005044 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.938: [GC (Allocation Failure) [PSYoungGen: 123488K->96K(120320K)] 125344K->1952K(295424K), 0.0005182 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.992: [GC (Allocation Failure) [PSYoungGen: 119904K->32K(116736K)] 121760K->1888K(291840K), 0.0005242 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.045: [GC (Allocation Failure) [PSYoungGen: 116256K->96K(113152K)] 118112K->1952K(288256K), 0.0005025 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.096: [GC (Allocation Failure) [PSYoungGen: 112736K->96K(110080K)] 114592K->1952K(285184K), 0.0004843 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
35.146: [GC (Allocation Failure) [PSYoungGen: 109664K->96K(107008K)] 111520K->1952K(282112K), 0.0005229 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.195: [GC (Allocation Failure) [PSYoungGen: 106592K->96K(103936K)] 108448K->1952K(279040K), 0.0005235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.243: [GC (Allocation Failure) [PSYoungGen: 103520K->64K(100864K)] 105376K->1920K(275968K), 0.0005514 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
35.288: [GC (Allocation Failure) [PSYoungGen: 100416K->96K(98304K)] 102272K->1952K(273408K), 0.0005069 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
35.333: [GC (Allocation Failure) [PSYoungGen: 97888K->96K(95744K)] 99744K->1952K(270848K), 0.0005408 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
