OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2706936k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35657K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd26e0,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7639K, capacity 8001K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
711: [GC (Allocation Failure) [PSYoungGen: 132656K->1616K(141824K)] 132672K->1640K(316928K), 0.0017639 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
32.115: [GC (Allocation Failure) [PSYoungGen: 174688K->32K(210432K)] 176452K->1796K(385536K), 0.0005084 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.167: [GC (Allocation Failure) [PSYoungGen: 209952K->32K(202752K)] 211716K->1796K(377856K), 0.0005253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.217: [GC (Allocation Failure) [PSYoungGen: 202272K->32K(195584K)] 204036K->1796K(370688K), 0.0005409 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.265: [GC (Allocation Failure) [PSYoungGen: 195104K->32K(188416K)] 196868K->1796K(363520K), 0.0005522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.311: [GC (Allocation Failure) [PSYoungGen: 187936K->96K(226304K)] 189700K->1860K(401408K), 0.0005364 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.367: [GC (Allocation Failure) [PSYoungGen: 225888K->32K(217600K)] 227652K->1796K(392704K), 0.0005092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.420: [GC (Allocation Failure) [PSYoungGen: 217120K->96K(209408K)] 218884K->1860K(384512K), 0.0005175 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.472: [GC (Allocation Failure) [PSYoungGen: 208992K->96K(201728K)] 210756K->1860K(376832K), 0.0005123 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.521: [GC (Allocation Failure) [PSYoungGen: 201312K->32K(194560K)] 203076K->1796K(369664K), 0.0005080 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.572: [GC (Allocation Failure) [PSYoungGen: 194080K->96K(187392K)] 195844K->1860K(362496K), 0.0005228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.619: [GC (Allocation Failure) [PSYoungGen: 186976K->32K(180736K)] 188740K->1796K(355840K), 0.0005262 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.664: [GC (Allocation Failure) [PSYoungGen: 180256K->32K(174592K)] 182020K->1796K(349696K), 0.0005665 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.707: [GC (Allocation Failure) [PSYoungGen: 174112K->32K(209408K)] 175876K->1796K(384512K), 0.0005296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.758: [GC (Allocation Failure) [PSYoungGen: 208928K->32K(251392K)] 210692K->1796K(426496K), 0.0005597 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.819: [GC (Allocation Failure) [PSYoungGen: 250912K->96K(241664K)] 252676K->1860K(416768K), 0.0005276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.878: [GC (Allocation Failure) [PSYoungGen: 241248K->32K(232448K)] 243012K->1796K(407552K), 0.0005374 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.936: [GC (Allocation Failure) [PSYoungGen: 231968K->32K(223744K)] 233732K->1796K(398848K), 0.0005263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.991: [GC (Allocation Failure) [PSYoungGen: 223264K->32K(215552K)] 225028K->1796K(390656K), 0.0005159 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.044: [GC (Allocation Failure) [PSYoungGen: 215072K->32K(207360K)] 216836K->1796K(382464K), 0.0005857 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.096: [GC (Allocation Failure) [PSYoungGen: 206880K->96K(199680K)] 208644K->1860K(374784K), 0.0005320 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
33.146: [GC (Allocation Failure) [PSYoungGen: 199264K->96K(192512K)] 201028K->1860K(367616K), 0.0005332 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
33.194: [GC (Allocation Failure) [PSYoungGen: 192096K->32K(185856K)] 193860K->1796K(360960K), 0.0005050 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.239: [GC (Allocation Failure) [PSYoungGen: 185376K->96K(179200K)] 187140K->1860K(354304K), 0.0005282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.284: [GC (Allocation Failure) [PSYoungGen: 178784K->96K(215040K)] 180548K->1860K(390144K), 0.0006073 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.337: [GC (Allocation Failure) [PSYoungGen: 214624K->32K(206848K)] 216388K->1796K(381952K), 0.0005454 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.387: [GC (Allocation Failure) [PSYoungGen: 206368K->32K(199168K)] 208132K->1796K(374272K), 0.0005339 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.437: [GC (Allocation Failure) [PSYoungGen: 198688K->32K(192000K)] 200452K->1796K(367104K), 0.0005244 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.484: [GC (Allocation Failure) [PSYoungGen: 191520K->96K(185344K)] 193284K->1860K(360448K), 0.0005237 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
33.530: [GC (Allocation Failure) [PSYoungGen: 184928K->64K(222720K)] 186692K->1828K(397824K), 0.0005817 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.587: [GC (Allocation Failure) [PSYoungGen: 222272K->32K(214528K)] 224036K->1796K(389632K), 0.0005627 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.642: [GC (Allocation Failure) [PSYoungGen: 214048K->32K(206336K)] 215812K->1796K(381440K), 0.0005363 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.692: [GC (Allocation Failure) [PSYoungGen: 205856K->32K(198656K)] 207620K->1796K(373760K), 0.0005387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.741: [GC (Allocation Failure) [PSYoungGen: 198176K->64K(191488K)] 199940K->1828K(366592K), 0.0005552 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.788: [GC (Allocation Failure) [PSYoungGen: 191040K->32K(184832K)] 192804K->1796K(359936K), 0.0005572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.834: [GC (Allocation Failure) [PSYoungGen: 184352K->32K(221696K)] 186116K->1796K(396800K), 0.0005602 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.888: [GC (Allocation Failure) [PSYoungGen: 221216K->96K(213504K)] 222980K->1860K(388608K), 0.0005344 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.941: [GC (Allocation Failure) [PSYoungGen: 213088K->32K(205824K)] 214852K->1796K(380928K), 0.0005216 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
33.991: [GC (Allocation Failure) [PSYoungGen: 205344K->96K(198144K)] 207108K->1860K(373248K), 0.0005416 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.040: [GC (Allocation Failure) [PSYoungGen: 197728K->96K(190976K)] 199492K->1860K(366080K), 0.0005264 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.087: [GC (Allocation Failure) [PSYoungGen: 190560K->32K(184320K)] 192324K->1796K(359424K), 0.0005144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.134: [GC (Allocation Failure) [PSYoungGen: 183840K->32K(177664K)] 185604K->1796K(352768K), 0.0005001 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.178: [GC (Allocation Failure) [PSYoungGen: 177184K->96K(171520K)] 178948K->1860K(346624K), 0.0005247 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.220: [GC (Allocation Failure) [PSYoungGen: 171104K->32K(205824K)] 172868K->1796K(380928K), 0.0005047 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.270: [GC (Allocation Failure) [PSYoungGen: 205344K->96K(198144K)] 207108K->1860K(373248K), 0.0005213 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.319: [GC (Allocation Failure) [PSYoungGen: 197728K->96K(190976K)] 199492K->1860K(366080K), 0.0005597 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
34.366: [GC (Allocation Failure) [PSYoungGen: 190560K->32K(229376K)] 192324K->1796K(404480K), 0.0005783 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.422: [GC (Allocation Failure) [PSYoungGen: 228896K->32K(220672K)] 230660K->1796K(395776K), 0.0005335 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
34.477: [GC (Allocation Failure) [PSYoungGen: 220192K->32K(212480K)] 221956K->1796K(387584K), 0.0005224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.529: [GC (Allocation Failure) [PSYoungGen: 212000K->32K(204800K)] 213764K->1796K(379904K), 0.0005484 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.581: [GC (Allocation Failure) [PSYoungGen: 204320K->32K(197120K)] 206084K->1796K(372224K), 0.0005764 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.631: [GC (Allocation Failure) [PSYoungGen: 196640K->32K(189952K)] 198404K->1796K(365056K), 0.0005677 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.678: [GC (Allocation Failure) [PSYoungGen: 189472K->96K(183296K)] 191236K->1860K(358400K), 0.0005521 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.723: [GC (Allocation Failure) [PSYoungGen: 182880K->64K(220160K)] 184644K->1828K(395264K), 0.0005365 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.777: [GC (Allocation Failure) [PSYoungGen: 219712K->64K(211968K)] 221476K->1828K(387072K), 0.0005290 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.829: [GC (Allocation Failure) [PSYoungGen: 211520K->96K(204288K)] 213284K->1860K(379392K), 0.0005794 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.879: [GC (Allocation Failure) [PSYoungGen: 203872K->32K(196608K)] 205636K->1796K(371712K), 0.0005417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.927: [GC (Allocation Failure) [PSYoungGen: 196128K->32K(236032K)] 197892K->1796K(411136K), 0.0005948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
34.985: [GC (Allocation Failure) [PSYoungGen: 235552K->96K(227328K)] 237316K->1860K(402432K), 0.0005284 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.041: [GC (Allocation Failure) [PSYoungGen: 226912K->32K(218624K)] 228676K->1796K(393728K), 0.0005179 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.094: [GC (Allocation Failure) [PSYoungGen: 218144K->32K(210432K)] 219908K->1796K(385536K), 0.0005000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.150: [GC (Allocation Failure) [PSYoungGen: 209952K->96K(202752K)] 211716K->1860K(377856K), 0.0005334 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.200: [GC (Allocation Failure) [PSYoungGen: 202336K->32K(195584K)] 204100K->1796K(370688K), 0.0005471 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.248: [GC (Allocation Failure) [PSYoungGen: 195104K->32K(188416K)] 196868K->1796K(363520K), 0.0005418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.294: [GC (Allocation Failure) [PSYoungGen: 187936K->32K(181760K)] 189700K->1796K(356864K), 0.0004988 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.339: [GC (Allocation Failure) [PSYoungGen: 181280K->64K(175616K)] 183044K->1828K(350720K), 0.0005499 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.382: [GC (Allocation Failure) [PSYoungGen: 175168K->96K(210944K)] 176932K->1860K(386048K), 0.0005449 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.435: [GC (Allocation Failure) [PSYoungGen: 210528K->32K(203264K)] 212292K->1796K(378368K), 0.0005156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.486: [GC (Allocation Failure) [PSYoungGen: 202784K->32K(196096K)] 204548K->1796K(371200K), 0.0005526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.536: [GC (Allocation Failure) [PSYoungGen: 195616K->32K(188928K)] 197380K->1796K(364032K), 0.0005390 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.585: [GC (Allocation Failure) [PSYoungGen: 188448K->32K(182272K)] 190212K->1796K(357376K), 0.0005402 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.633: [GC (Allocation Failure) [PSYoungGen: 181792K->32K(218624K)] 183556K->1796K(393728K), 0.0006609 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.689: [GC (Allocation Failure) [PSYoungGen: 218144K->32K(262656K)] 219908K->1796K(437760K), 0.0005724 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.755: [GC (Allocation Failure) [PSYoungGen: 262176K->32K(252416K)] 263940K->1796K(427520K), 0.0005163 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.819: [GC (Allocation Failure) [PSYoungGen: 251936K->32K(242688K)] 253700K->1796K(417792K), 0.0005462 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
35.880: [GC (Allocation Failure) [PSYoungGen: 242208K->32K(233472K)] 243972K->1796K(408576K), 0.0005432 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
35.939: [GC (Allocation Failure) [PSYoungGen: 232992K->64K(224768K)] 234756K->1828K(399872K), 0.0005263 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
35.995: [GC (Allocation Failure) [PSYoungGen: 224320K->96K(216576K)] 226084K->1860K(391680K), 0.0005405 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.050: [GC (Allocation Failure) [PSYoungGen: 216160K->32K(208384K)] 217924K->1796K(383488K), 0.0006529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.103: [GC (Allocation Failure) [PSYoungGen: 207904K->32K(200704K)] 209668K->1796K(375808K), 0.0005182 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.155: [GC (Allocation Failure) [PSYoungGen: 200224K->32K(193536K)] 201988K->1796K(368640K), 0.0005354 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.204: [GC (Allocation Failure) [PSYoungGen: 193056K->64K(232448K)] 194820K->1828K(407552K), 0.0010476 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.264: [GC (Allocation Failure) [PSYoungGen: 232000K->32K(279040K)] 233764K->1796K(454144K), 0.0005715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.334: [GC (Allocation Failure) [PSYoungGen: 278560K->96K(267776K)] 280324K->1860K(442880K), 0.0005361 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.401: [GC (Allocation Failure) [PSYoungGen: 267360K->96K(257536K)] 269124K->1860K(432640K), 0.0005444 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.466: [GC (Allocation Failure) [PSYoungGen: 257120K->32K(247296K)] 258884K->1796K(422400K), 0.0005319 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.528: [GC (Allocation Failure) [PSYoungGen: 246816K->64K(237568K)] 248580K->1828K(412672K), 0.0005308 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.590: [GC (Allocation Failure) [PSYoungGen: 237120K->32K(228352K)] 238884K->1796K(403456K), 0.0005442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.648: [GC (Allocation Failure) [PSYoungGen: 227872K->32K(219648K)] 229636K->1796K(394752K), 0.0005396 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.705: [GC (Allocation Failure) [PSYoungGen: 219168K->96K(211456K)] 220932K->1860K(386560K), 0.0005318 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.759: [GC (Allocation Failure) [PSYoungGen: 211040K->96K(203776K)] 212804K->1860K(378880K), 0.0005451 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.810: [GC (Allocation Failure) [PSYoungGen: 203360K->32K(196096K)] 205124K->1796K(371200K), 0.0005324 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.860: [GC (Allocation Failure) [PSYoungGen: 195616K->96K(188928K)] 197380K->1860K(364032K), 0.0005428 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.907: [GC (Allocation Failure) [PSYoungGen: 188512K->64K(182272K)] 190276K->1828K(357376K), 0.0005712 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.953: [GC (Allocation Failure) [PSYoungGen: 181824K->32K(175616K)] 183588K->1796K(350720K), 0.0005205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
36.998: [GC (Allocation Failure) [PSYoungGen: 175136K->32K(169472K)] 176900K->1796K(344576K), 0.0005232 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.041: [GC (Allocation Failure) [PSYoungGen: 168992K->64K(203264K)] 170756K->1828K(378368K), 0.0005454 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.092: [GC (Allocation Failure) [PSYoungGen: 202816K->32K(196096K)] 204580K->1796K(371200K), 0.0005385 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
37.142: [GC (Allocation Failure) [PSYoungGen: 195613K->32K(188928K)] 197377K->1796K(364032K), 0.0005169 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.192: [GC (Allocation Failure) [PSYoungGen: 188448K->32K(226816K)] 190212K->1796K(401920K), 0.0007178 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
37.249: [GC (Allocation Failure) [PSYoungGen: 226336K->32K(218112K)] 228100K->1796K(393216K), 0.0005275 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.304: [GC (Allocation Failure) [PSYoungGen: 217632K->32K(209920K)] 219396K->1796K(385024K), 0.0005182 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
37.357: [GC (Allocation Failure) [PSYoungGen: 209440K->96K(202240K)] 211204K->1860K(377344K), 0.0005421 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.408: [GC (Allocation Failure) [PSYoungGen: 201824K->32K(195072K)] 203588K->1796K(370176K), 0.0005633 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.457: [GC (Allocation Failure) [PSYoungGen: 194592K->32K(187904K)] 196356K->1796K(363008K), 0.0005074 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.505: [GC (Allocation Failure) [PSYoungGen: 187424K->96K(181248K)] 189188K->1860K(356352K), 0.0005515 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.551: [GC (Allocation Failure) [PSYoungGen: 180832K->64K(217600K)] 182596K->1828K(392704K), 0.0005766 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.608: [GC (Allocation Failure) [PSYoungGen: 217152K->32K(209408K)] 218916K->1796K(384512K), 0.0005434 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.661: [GC (Allocation Failure) [PSYoungGen: 208928K->32K(201728K)] 210692K->1796K(376832K), 0.0005526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.714: [GC (Allocation Failure) [PSYoungGen: 201248K->32K(194560K)] 203012K->1796K(369664K), 0.0005670 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.763: [GC (Allocation Failure) [PSYoungGen: 194080K->32K(187392K)] 195844K->1796K(362496K), 0.0005790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.814: [GC (Allocation Failure) [PSYoungGen: 186912K->96K(180736K)] 188676K->1860K(355840K), 0.0005756 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.860: [GC (Allocation Failure) [PSYoungGen: 180320K->96K(174592K)] 182084K->1860K(349696K), 0.0005347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
37.904: [GC (Allocation Failure) [PSYoungGen: 174176K->32K(209408K)] 175940K->1796K(384512K), 0.0005607 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
37.957: [GC (Allocation Failure) [PSYoungGen: 208928K->32K(201728K)] 210692K->1796K(376832K), 0.0005131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.008: [GC (Allocation Failure) [PSYoungGen: 201248K->64K(194560K)] 203012K->1828K(369664K), 0.0005720 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.057: [GC (Allocation Failure) [PSYoungGen: 194112K->32K(187392K)] 195876K->1796K(362496K), 0.0005410 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.104: [GC (Allocation Failure) [PSYoungGen: 186912K->32K(224768K)] 188676K->1796K(399872K), 0.0005934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.160: [GC (Allocation Failure) [PSYoungGen: 224288K->32K(216576K)] 226052K->1796K(391680K), 0.0005015 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.217: [GC (Allocation Failure) [PSYoungGen: 216096K->32K(208384K)] 217860K->1796K(383488K), 0.0005622 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.268: [GC (Allocation Failure) [PSYoungGen: 207904K->96K(200704K)] 209668K->1860K(375808K), 0.0005840 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.317: [GC (Allocation Failure) [PSYoungGen: 200288K->32K(193536K)] 202052K->1796K(368640K), 0.0005180 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.365: [GC (Allocation Failure) [PSYoungGen: 193056K->32K(186368K)] 194820K->1796K(361472K), 0.0005663 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.411: [GC (Allocation Failure) [PSYoungGen: 185888K->96K(179712K)] 187652K->1860K(354816K), 0.0005210 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.455: [GC (Allocation Failure) [PSYoungGen: 179296K->64K(215552K)] 181060K->1828K(390656K), 0.0005257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.508: [GC (Allocation Failure) [PSYoungGen: 215104K->96K(207360K)] 216868K->1860K(382464K), 0.0005350 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.560: [GC (Allocation Failure) [PSYoungGen: 206944K->32K(199680K)] 208708K->1796K(374784K), 0.0005715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.610: [GC (Allocation Failure) [PSYoungGen: 199200K->32K(192512K)] 200964K->1796K(367616K), 0.0005062 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
38.657: [GC (Allocation Failure) [PSYoungGen: 192032K->32K(185856K)] 193796K->1796K(360960K), 0.0005009 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.703: [GC (Allocation Failure) [PSYoungGen: 185376K->96K(179200K)] 187140K->1860K(354304K), 0.0005224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.750: [GC (Allocation Failure) [PSYoungGen: 178784K->96K(173056K)] 180548K->1860K(348160K), 0.0005357 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
38.792: [GC (Allocation Failure) [PSYoungGen: 172640K->96K(207872K)] 174404K->1860K(382976K), 0.0010342 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
38.844: [GC (Allocation Failure) [PSYoungGen: 207456K->96K(249344K)] 209220K->1860K(424448K), 0.0005225 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.905: [GC (Allocation Failure) [PSYoungGen: 248928K->64K(299520K)] 250692K->1828K(474624K), 0.0005471 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
38.978: [GC (Allocation Failure) [PSYoungGen: 299072K->96K(359424K)] 300836K->1860K(534528K), 0.0005714 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.065: [GC (Allocation Failure) [PSYoungGen: 359008K->96K(344576K)] 360772K->1860K(519680K), 0.0005291 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.150: [GC (Allocation Failure) [PSYoungGen: 344160K->32K(330240K)] 345924K->1796K(505344K), 0.0005389 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.231: [GC (Allocation Failure) [PSYoungGen: 329760K->32K(316928K)] 331524K->1796K(492032K), 0.0005624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.310: [GC (Allocation Failure) [PSYoungGen: 316448K->96K(304128K)] 318212K->1860K(479232K), 0.0010263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.385: [GC (Allocation Failure) [PSYoungGen: 303712K->64K(291840K)] 305476K->1828K(466944K), 0.0006452 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.456: [GC (Allocation Failure) [PSYoungGen: 291392K->32K(280064K)] 293156K->1796K(455168K), 0.0005073 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.524: [GC (Allocation Failure) [PSYoungGen: 279584K->96K(268800K)] 281348K->1860K(443904K), 0.0005306 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.592: [GC (Allocation Failure) [PSYoungGen: 268384K->32K(258048K)] 270148K->1796K(433152K), 0.0005271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.656: [GC (Allocation Failure) [PSYoungGen: 257568K->64K(247808K)] 259332K->1828K(422912K), 0.0005256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.716: [GC (Allocation Failure) [PSYoungGen: 247360K->96K(238080K)] 249124K->1860K(413184K), 0.0005329 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.778: [GC (Allocation Failure) [PSYoungGen: 237664K->32K(228864K)] 239428K->1796K(403968K), 0.0006214 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.834: [GC (Allocation Failure) [PSYoungGen: 228384K->32K(220160K)] 230148K->1796K(395264K), 0.0005372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.888: [GC (Allocation Failure) [PSYoungGen: 219680K->32K(211968K)] 221444K->1796K(387072K), 0.0005509 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.940: [GC (Allocation Failure) [PSYoungGen: 211488K->32K(204288K)] 213252K->1796K(379392K), 0.0005280 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.989: [GC (Allocation Failure) [PSYoungGen: 203808K->32K(196608K)] 205572K->1796K(371712K), 0.0004981 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
